season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number
2016,ARI,OL,OG,78,,Earl Watford,Earl,Watford,1990-06-24,75,300,James Madison,00-0030504,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/omvn7ragvrqppdz4x6dc",T,17,REG,,Earl,WAT147534,,32005741-5414-7534-9b6c-13c5afffe2ac,2013,2013,,
2016,ARI,OL,OT,73,,John Wetzel,John,Wetzel,1991-07-18,79,328,Boston College,00-0029762,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c1oi7aafpraasqxm6pcm",T,17,REG,,John,WET576319,,32005745-5457-6319-3cfd-6002e91603d1,2013,2013,,
2016,ARI,OL,OT,75,,Ulrick John,Ulrick,John,1992-05-20,77,307,Georgia State,00-0031028,,,,,,,,,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/duhdahgzrzrcemcn4zvi",,17,REG,,Ulrick,ULR450541,,3200554c-5245-0541-160e-4b5658d67ce4,2014,2014,IND,232
2016,ARI,OL,OT,74,,D.J. Humphries,D.J.,Humphries,1993-12-28,77,307,Florida,00-0032222,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/km8yw7f8tegjnsv2iylu",,17,REG,,D.J.,HUM728022,,32004855-4d72-8022-b4bf-94e3429ecec8,2015,2015,,
2016,ARI,OL,C,70,,Evan Boehm,Evan,Boehm,1993-08-19,74,310,Missouri,00-0032777,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hiudpyjxazxbpj6qus9g",G,17,REG,,Evan,BOE217532,,3200424f-4521-7532-ce93-f21a58593779,2016,2016,,
2016,ARI,OL,OG,61,,Cole Toner,Cole,Toner,1994-03-13,77,300,Harvard,00-0032787,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/efm3gjzkrkoumqguulyu",G,17,REG,,Cole,TON357148,,3200544f-4e35-7148-9f10-4908252ecc44,2016,2016,,
2016,ARI,QB,QB,3,,Carson Palmer,Carson,Palmer,1979-12-27,77,235,USC,00-0021429,4459,57ad34b3-f60d-4b2d-9e01-3cb5a9451c37,6337,3014,1317,PalmCa00,2428,91,13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/belgna3tokxga0gjjmwk",QB,17,REG,,Carson,PAL249055,,32005041-4c24-9055-fd96-2b522c21ff59,2003,2003,,
2016,ARI,QB,QB,5,,Drew Stanton,Drew,Stanton,1984-05-07,75,243,Michigan State,00-0025430,10487,22fb2b54-4936-4e8a-a48d-62096c0c9bb1,8297,5251,3659,StanDr00,4737,181,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/di5hc0mwbomreqx7ojbu",QB,17,REG,,Drew,STA482517,,32005354-4148-2517-f49d-4d98c9bf451c,2007,2007,,
2016,ARI,QB,QB,4,,Zac Dysert,Zac,Dysert,1990-02-08,75,221,Miami (Ohio),00-0030394,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fmvdysxxejgh1p0poxzu",,17,REG,,Zac,DYS164481,,32004459-5316-4481-5fd3-0254346740b8,2013,2013,,
2016,ARI,RB,RB,23,,Chris Johnson,Chris,Johnson,1985-09-23,71,203,East Carolina,00-0026164,11258,e5e0c7f9-c4e3-4de4-8052-d9c083393a99,8801,5627,4338,JohnCh04,6828,272,8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ryf9nc84eovvdbf0cz79",,17,REG,,Chris,JOH127799,,32004a4f-4812-7799-60ed-edd2ca00d32e,2008,2008,TEN,24
2016,ARI,RB,RB,30,,Stepfan Taylor,Stepfan,Taylor,1991-06-09,69,216,Stanford,00-0030282,15981,01547e57-de64-4860-a521-525509dacf5b,26763,8759,7922,TaylSt00,15230,1579,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lmm9nz05jrntbpuaveqc",,17,REG,,Stepfan,TAY700784,,32005441-5970-0784-1856-0219282330dd,2013,2013,,
2016,ARI,RB,RB,38,,Andre Ellington,Andre,Ellington,1989-02-03,69,199,Clemson,00-0030287,15893,1ce7bca8-68f0-47ba-9484-5baf57dd75e8,26810,8757,7968,ElliAn00,15224,1575,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/seb6k3tjdcgi8tqmzt2z",RB,17,REG,,Andre,ELL164917,,3200454c-4c16-4917-7ff5-a9acfbf007ba,2013,2013,,
2016,ARI,RB,RB,33,,Kerwynn Williams,Kerwynn,Williams,1991-06-09,68,198,Utah State,00-0030117,16024,051ac116-6d32-4e77-91da-e0ce27d202da,26853,8766,8013,WillKe05,15010,1441,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g8b72moacoymckyvl0ig",RB,17,REG,,Kerwynn,WIL407286,,32005749-4c40-7286-e05a-a3006220a7c3,2013,2013,,
2016,ARI,RB,RB,31,,David Johnson,David,Johnson,1991-12-16,73,224,Northern Iowa,00-0032187,2508176,2c8670ae-0c23-4d20-9d2b-f4c3e25f8938,28474,10148,9519,JohnDa08,16847,2391,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ekmnsysofzigrqtetwmx",RB,17,REG,,David,JOH174477,,32004a4f-4817-4477-4e5f-db6fb5a95abe,2015,2015,,
2016,ARI,SPEC,LS,46,,Aaron Brewer,Aaron,Brewer,1990-07-05,77,230,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uqbe6j7yzrdrgcuq3zdg",,17,REG,,Aaron,BRE611741,,32004252-4561-1741-8e18-114a5262818a,2012,2012,,
2016,ARI,SPEC,K,7,,Chandler Catanzaro,Chandler,Catanzaro,1991-02-26,75,200,Clemson,00-0030896,16976,0d1171d4-c955-4966-9257-640b569866d1,28103,9845,9140,,16644,2242,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gyaimzi9hoipzzbj9oga",,17,REG,,Chandler,CAT093927,,32004341-5409-3927-ae3d-f6abc68fcd2a,2014,2014,,
2016,ARI,SPEC,P,6,,Matt Wile,Matt,Wile,1992-06-20,74,215,Michigan,00-0031876,2576240,4278baf5-f774-4031-ab0f-12a9c7e43c45,28738,10532,,,17550,3008,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kc49fupygehdcflcbuv3",,17,REG,,Matt,WIL048868,,32005749-4c04-8868-f487-a75d2479caa3,2015,2015,,
2016,ARI,TE,TE,84,,Jermaine Gresham,Jermaine,Gresham,1988-06-16,77,260,Oklahoma,00-0027873,13228,b44773b9-af17-4d6c-a453-132e20849712,23996,6455,5546,GresJe00,11026,530,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/higvmot083ues41wbdgi",TE,17,REG,,Jermaine,GRE819895,,32004752-4581-9895-70fe-11cd4c3f8365,2010,2010,,
2016,ARI,TE,TE,85,,Darren Fells,Darren,Fells,1986-04-22,79,281,California-Irvine,00-0029738,15773,54d4e35a-2e6c-48f6-86ad-92dd596c173c,26612,9758,8549,FellDa01,15247,1592,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k9wphsxmikgerwiokwzi",TE,17,REG,,Darren,FEL484741,,32004645-4c48-4741-3cde-85c41f8d14ee,2013,2013,,
2016,ARI,TE,TE,80,,Ifeanyi Momah,Ifeanyi,Momah,1989-10-23,79,248,Boston College,00-0029740,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fy1rhydnhklwwof45gm9",,17,REG,,Ifeanyi,MOM027685,,32004d4f-4d02-7685-2603-a1a152088428,2013,2013,,
2016,ARI,TE,TE,87,,Troy Niklas,Troy,Niklas,1992-09-18,78,270,Notre Dame,00-0031044,16797,2b159c76-53d6-4670-b341-392bc7d6d5f2,27580,9292,8687,NiklTr00,16648,2245,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cfkufqkxuqf9htsyqfxj",,17,REG,,Troy,NIK372127,,32004e49-4b37-2127-f3d7-a2044f8a6e05,2014,2014,ARI,52
2016,ARI,TE,TE,89,,Hakeem Valles,Hakeem,Valles,1992-11-23,77,260,Monmouth (N.J.),00-0032508,2567213,32d18129-6c6c-4401-9695-8661ab84b288,29587,11300,10960,,18399,3612,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ieiahqsygsyjbwlvl3cy",TE,17,REG,,Hakeem,VAL644701,,32005641-4c64-4701-462f-c4506ebc809f,2016,2016,,
2016,ARI,WR,WR,11,,Larry Fitzgerald,Larry,Fitzgerald,1983-08-31,75,218,Pittsburgh,00-0022921,5528,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,6762,3730,1724,FitzLa00,5571,223,12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qljpf6rufzvn9zplcrgb",SLOT_WR,17,REG,,Larry,FIT437493,,32004649-5443-7493-c0df-1747b7d5c143,2004,2004,,
2016,ARI,WR,WR,16,,Jeremy Ross,Jeremy,Ross,1988-03-16,72,215,California,00-0028249,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r5cp8mxbvtn7tomfavni",WR,17,REG,,Jeremy,ROS612742,,3200524f-5361-2742-22ac-bce682763ef4,2011,2011,,
2016,ARI,WR,WR,10,,Brittan Golden,Brittan,Golden,1988-07-20,71,186,West Texas A&M,00-0029336,15564,5d0270d1-8172-4403-a2b3-69055d0bcbb1,25970,8260,7481,,15725,1743,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ccqjg5sjhxmgmsvraig5",WR,17,REG,,Brittan,GOL049597,,3200474f-4c04-9597-9ed4-debfedafd410,2012,2012,,
2016,ARI,WR,WR,13,,Jaron Brown,Jaron,Brown,1990-01-08,74,205,Clemson,00-0030300,16172,51952c7b-11c5-4229-baf9-08d4694cc2ad,27074,9046,8128,,15509,1684,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y41u4egwigms9rg2p3ln",,17,REG,,Jaron,BRO486303,,32004252-4f48-6303-68c9-608db28618b5,2013,2013,,
2016,ARI,WR,WR,12,,John Brown,John,Brown,1990-04-03,71,179,Pittsburg State,00-0031051,16804,9b13d2bc-b22c-4f91-8eeb-309f43422d6e,27619,9684,8726,BrowJo02,16640,2238,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dozoxhu3uad5j1ik3pa0",WR,17,REG,,John,BRO494712,,32004252-4f49-4712-7e90-42e293548523,2014,2014,,
2016,ARI,WR,WR,14,,J.J. Nelson,J.J.,Nelson,1992-04-24,70,160,Alabama-Birmingham,00-0032112,2515759,617269c1-88b3-45a6-b4a8-b2806a0cdaea,28547,10244,9592,NelsJJ00,16919,2462,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x8bfxa6fyss270khiurh",WR,17,REG,,J.J.,NEL488051,,32004e45-4c48-8051-702e-fc066869d22f,2015,2015,,
2016,ARI,WR,WR,18,,Marquis Bundy,Marquis,Bundy,1994-08-05,76,215,New Mexico State,00-0033087,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rqo12vl8mog1hptvk3im",,17,REG,,Marquis,BUN337716,,32004255-4e33-7716-832f-04764d916a93,2016,2016,,
2016,ATL,DB,DB,38,Active,Dashon Goldson,Dashon,Goldson,1984-09-18,74,200,Washington,00-0025513,,,,,,,,,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wkw6tgmp3xngaiqhe44h",,21,SB,A01,Dashon,GOL350563,,3200474f-4c35-0563-a807-81e7c9db51d7,2007,2007,SF,126
2016,ATL,DB,DB,43,,DeMarcus Van Dyke,DeMarcus,Van Dyke,,,185,,00-0028019,,,,,,,,,5,,,21,SB,,DeMarcus,VAN491891,,32005641-4e49-1891-8189-9a516c9b9168,2011,2011,,
